statement_id,entry_id,pdf_page_range,section,primary_headword,entry_heading,statement_type,statement_markdown,reconstructed_forms_in_statement,glosses_in_statement,char_flags
liv2add-0302-s02,liv2add-0302,73,*s,*selk-,*selk-,Zum Iterativ,"Zum Iterativ auch ?jav. fra-ŋharəcaiiat̰ Yt. 19,46 ‘schickte los’, Konj. harəcaiiāt̰ V. 5,60-1 ‘wirft weg’ Hierher nach CHEUNG, EDIV 131.",,schickte los; wirft weg,contains-combining-marks
liv2add-0303-s01,liv2add-0303,73,*s,*sep-,*sep-,Kausativ,"Kausativ *sop-éi̯e- sogd. b. ’n-š’yp- ‘einwickeln’, c. ’šyp- ‘begraben’
< *ni-šāpaya-, vgl. CHEUNG, EDIV 129 mit Lit.",*sop-éi̯e-; *ni-šāpaya-,einwickeln; begraben,contains-combining-marks
liv2add-0304-s01,liv2add-0304,73,*s,*sel-,1.*sel-,Zum Kausativ,"Zum Kausativ auch sogd. f(’)yr- ‘ausdehnen, ausstrecken’ Anm. *f(r)ārya- < *fra-hā̆raya-, vgl. CHEUNG, EDIV 130.",*f(r)ārya-; *fra-hā̆raya-,"ausdehnen, ausstrecken",contains-combining-marks
liv2add-0308-s01,liv2add-0308,73,*s,*sh₂ei̯-,*sh₂ei̯-,Zum Präsens,"Zum Präsens *si-né/n-h₂- auch sogd. c. pyn- ‘öffnen’ (< *apa-hin°, s. CHEUNG, EDIV 136)",*si-né/n-h₂-; *apa-hin°,öffnen,contains-subscript-numerals
liv2add-0309-s01,liv2add-0309,73-74,*s,*sk̑ek-,Neu: *sk̑ek- ‘vorübergehen’1,Präsens,"Präsens
*sk̑ék-e- jav. sacaite ‘(Zeit) geht vorüber, vergeht’
?germ. *skeka-: ahd. (+) gi-skehan ‘geschehen; zuteil werden’2
?alb. heq, ageg. /hjek/ ‘zieht’, /hiqetë/ ‘geht vorüber’3",*sk̑ék-e-; *skeka-,"(Zeit) geht vorüber, vergeht; geschehen; zuteil werden; zieht; geht vorüber",contains-combining-marks
liv2add-0310-s01,liv2add-0310,74,*s,*(s)kedh₂-,*(s)kedh₂-,Zum Präsens,Zum Präsens ?*(s)kedh₂-e- auch alb. hjedh ‘zerstreut; wirft’11a,*(s)kedh₂-e-,zerstreut; wirft,contains-subscript-numerals
liv2add-0312-s01,liv2add-0312,74-75,*s,*(s)ker-,1.*(s)ker-,Aorist,"Aorist
*(s)kér-/(s)kr̥-
?ved. ákar ‘hat gemacht, hat getan’
?aav. cōrət̰ ‘schafft’; ?ap. Ipf. akutā ‘machte (sich zu eigen)’",*(s)kér-/(s)kr̥-,"hat gemacht, hat getan; schafft; machte (sich zu eigen)",contains-combining-marks
liv2add-0312-s02,liv2add-0312,74-75,*s,*(s)ker-,1.*(s)ker-,Präsens,"Präsens
?*(s)kr̥-néu̯/nu- ved. kr̥ṇóti, kr̥ṇvánti ‘machen tun’, Med. 3s kr̥ṇuté, [(AV+) karóti,
kurvánti, kuruté
aav. Konj. kərənaon ‘werden machen’, jav. kərənaoiti ‘macht, tut’; ap. kunautiy
‘macht’",*(s)kr̥-néu̯/nu-,"machen tun; werden machen; macht, tut; macht",contains-combining-marks
liv2add-0312-s03,liv2add-0312,74-75,*s,*(s)ker-,1.*(s)ker-,Iterativ,"Iterativ
*(s)kor-éi̯e-
arm. kʿorem ‘kratze’
alb. harr ‘jätet (aus), schneidet aus’",*(s)kor-éi̯e-,"kratze; jätet (aus), schneidet aus",contains-combining-marks
liv2add-0312-s04,liv2add-0312,74-75,*s,*(s)ker-,1.*(s)ker-,Neubildungen,"Neubildungen: s-Aorist
?ved. (TB) ákārṣam ‘habe gemacht’
gr. ἔκερσε ‘schor’",,habe gemacht; schor,contains-greek
liv2add-0312-s05,liv2add-0312,74-75,*s,*(s)ker-,1.*(s)ker-,Perfekt,"Perfekt ?[heth. iskāri ‘sticht, steckt’
?ved. cakā́ra ‘hat gemacht’
?jav. +cāxrarə V. 4,46 ‘haben gemacht’; ap. Opt. caxriyā ‘er hätte machen können’
germ. *skar-/skǣr-: an. (+) skar ‘schor, schnitt’",*skar-/skǣr-,"sticht, steckt; hat gemacht; haben gemacht; er hätte machen können; schor, schnitt",contains-combining-marks
liv2add-0314-s01,liv2add-0314,75,*s,*sleHdʰ-,Neu: *sleHdʰ- ‘schlagen’¹,Präsens,"Präsens
?*sl̥Hdʰ-i̯ó-
air. slaidid, -slaid ‘schlagen, erschlagen’, abret. anlaedam
‘ingredior’2",*sl̥Hdʰ-i̯ó-,"schlagen, erschlagen; ingredior",contains-combining-marks
liv2add-0314-s02,liv2add-0314,75,*s,*sleHdʰ-,Neu: *sleHdʰ- ‘schlagen’¹,Perfekt,"Perfekt
?*se-slóHdʰ/sl̥Hdʰ-
air. selaid, [mkymr. llaðawð ‘(er)schlug’3",*se-slóHdʰ/sl̥Hdʰ-,(er)schlug,contains-combining-marks
liv2add-0314-s03,liv2add-0314,75,*s,*sleHdʰ-,Neu: *sleHdʰ- ‘schlagen’¹,Desiderativ,"Desiderativ ?*sléHdʰ/sl̥Hdʰ-s-
air. Konj. -slāiss ‘du magst schlagen’",*sléHdʰ/sl̥Hdʰ-s-,du magst schlagen,contains-combining-marks
liv2add-0315-s01,liv2add-0315,75,*s,*sleh₁b-,*sleh₁b- → *(s)leb- ‘schlaff werden’¹ IEW 656,Präsens,Präsens ?*(s)lḗb-/*(s)léb- [germ. *slǣpa-: got. (+) slepan ‘schlafen’,*(s)lḗb-/*(s)léb-; *slǣpa-,schlafen,
liv2add-0315-s02,liv2add-0315,75,*s,*sleh₁b-,*sleh₁b- → *(s)leb- ‘schlaff werden’¹ IEW 656,Perfekt,"Perfekt
?*se-slób-/sl̥b-
[lit. Prät. slãbo ‘wurde schwach’",*se-slób-/sl̥b-,wurde schwach,contains-combining-marks
liv2add-0316-s01,liv2add-0316,75,*s,*(s)leu̯g-,*(s)leu̯g-,Iterativ,"Iterativ
*(s)lou̯g-éi̯e-
lat. lūgeō, -ēre ‘trauern’3",*(s)lou̯g-éi̯e-,trauern,contains-combining-marks
liv2add-0317-s01,liv2add-0317,75-76,*s,*(s)mer-,*(s)mer-,Präsens,"Präsens *(s)pérH-e- aksl. perǫtъ ‘sie fliegen’, Inf. *prěti2",*(s)pérH-e-; *prěti2,sie fliegen,
liv2add-0317-s02,liv2add-0317,75-76,*s,*(s)mer-,*(s)mer-,Aorist,Aorist ?*(s)pḗrH/(s)pérH-s- ksl. -prě ‘flog’3,*(s)pḗrH/(s)pérH-s-,flog,
liv2add-0318-s01,liv2add-0318,76,*s,*sper-,3.*sper- 'ausstreuen',Präsens,"Präsens
*spór-/sper-
heth. ispāri ‘breitet aus, streut’1a
?[gr. σπείρω ‘streue aus, (be)säe’",*spór-/sper-,"breitet aus, streut; streue aus, (be)säe",contains-greek
liv2add-0320-s01,liv2add-0320,76,*s,*peth₂-,1.*peth₂- → *(s)peth₂-,Zum Aorist,"Zum Aorist auch alb. fjet-, ageg. 3s /fjet/ ‘schlief’2a",,schlief,
liv2add-0323-s01,liv2add-0323,76-77,*s,*srebʰ-,*srebʰ-,Präsens,"Präsens *sróbʰ-/srébʰ-
heth. sarāpi ‘nippt’2
[iran. *hrab-a- in shughni (+) rāv- ‘saugen’2a
[lit. (+) srebiù, (srė̃bti) ‘schlürfen’3
[aruss. (+) sereblju, (sьrbati*) ‘schlürfen’4
Anm. 2 Schwacher Stamm sarep- wohl alt, vgl. KÜMMEL, IEWF 148f.; 153; MELCHERT mündl.
Anm. 2a 3s rōvd könnte wegen des fehlenden Umlauts auf altes Medium deuten; dazu auch
pto. raw- ‘saugen’ usw. (s. MORGENSTIERNE, EVS 69; NEVP 71). Dazu wahrscheinlich auch *uz-",*sróbʰ-/srébʰ-; *hrab-a-; *; *uz-,nippt; saugen; schlürfen; schlürfen; saugen,contains-combining-marks
liv2add-0325-s01,liv2add-0325,77,*s,*sreu̯-,*sreu̯-,Präsens,"Präsens auch in chwar. rw- ‘fließen’ < *hrawa-, SAMADI 173; dazu auch hlw- ‘tropfen’ < *fra- hlawa- < *fra-hrawa-, ibid. 90. Kausativ auch in chwar. (+) r’wȳ- ‘fließen lassen’ < *hrāwaya-, SAMADI 168, dazu als Rückbildung Passiv *pati-(h)ruya- ‘flüssig werden’ in chwar. pcrȳ- ‘warm werden’ (SAMADI 145).",*hrawa-; *fra-; *fra-hrawa-; *hrāwaya-; *pati-(h)ruya-,fließen; tropfen; fließen lassen; flüssig werden; warm werden,
liv2add-0326-s01,liv2add-0326,77,*s,*(s)tei̯g-,*(s)tei̯g-,Zum Präsens,Zum Präsens *(s)téi̯g-/(s)tig- auch ?[khot. hatīysde ‘strahlt’2a; mp.(+) man. ʽstyz- ‘streiten’,*(s)téi̯g-/(s)tig-,strahlt; streiten,contains-combining-marks
liv2add-0326-s02,liv2add-0326,77,*s,*(s)tei̯g-,*(s)tei̯g-,Zum Präsens,Zum Präsens *(s)ti-né/n-g- auch [ved. (MS) prá stiṅnoti ‘sticht empor’4a [chwar. m-stncyd ‘spitzte (die Ohren)’4b,*(s)ti-né/n-g-,sticht empor; spitzte (die Ohren),
liv2add-0327-s01,liv2add-0327,77,*s,*stei̯gʰ-,*stei̯gʰ- → *(s)tei̯gʰ-,Zum Präsens,Zum Präsens *(s)téi̯gʰ-e/o- auch mkymr. ar-dwy ‘verteidigt’3a,*(s)téi̯gʰ-e/o-,verteidigt,contains-combining-marks
liv2add-0327-s02,liv2add-0327,77,*s,*stei̯gʰ-,*stei̯gʰ- → *(s)tei̯gʰ-,Neubildungen,"Neubildungen:
sk-Präsens
alb. ndih ‘hilft’7
Anm. 3a < *ari-teiget, vgl. SCHUMACHER, KPV 639-40 mit Lit.
Anm. 7 Wenn aus *(en-)tigʰ-sko- ‘(hin)zugehen’, vgl. MATZINGER, Sprache 45 (2005) 96-7.",*ari-teiget; *(en-)tigʰ-sko-,hilft; (hin)zugehen,
liv2add-0328-s01,liv2add-0328,77,*s,*steu̯p-,*steu̯p-,Iterativ,"Iterativ
?*stou̯p-éi̯o-
kluw. dūpiti, lyk. tubidi ‘schlägt’ (kann nicht *tup-i̯e- fortsetzen, da
Stamm auch dupai-/tube-)
parth. (+) ʽstwb- ‘erobern, besiegen’ (CHEUNG, EDIV 367)",*stou̯p-éi̯o-; *tup-i̯e-,"schlägt; erobern, besiegen",contains-combining-marks
liv2add-0329-s01,liv2add-0329,77-78,*s,*strebʰ-,"?*strebʰ- → ?*stregʷʰ-1 ‘drehen, wenden’",Präsens,"Präsens
?*str̥-né/n-gʷʰ- gr. *στραμβ-2",*str̥-né/n-gʷʰ-; *στραμβ-2,,contains-greek; contains-combining-marks
liv2add-0329-s02,liv2add-0329,77-78,*s,*strebʰ-,"?*strebʰ- → ?*stregʷʰ-1 ‘drehen, wenden’",Aorist,"Aorist
?*strḗgʷʰ/strégʷʰ-s-
gr. ἔστρεψα ‘drehte, wendete’",*strḗgʷʰ/strégʷʰ-s-,"drehte, wendete",contains-greek
liv2add-0329-s03,liv2add-0329,77-78,*s,*strebʰ-,"?*strebʰ- → ?*stregʷʰ-1 ‘drehen, wenden’",Iterativ,"Iterativ
?*strogʷʰ-éi̯e-
?gr. myk. to-ro-qe-jo-me-no PY Eq 213 ‘wendend (?)’3",*strogʷʰ-éi̯e-,wendend (?),contains-combining-marks
liv2add-0330-s01,liv2add-0330,78-79,*s,*su̯eh₁(i̯)-,"*su̯eh₁(i̯)- → *su̯eh₁-1 'in Bewegung setzen, antreiben' IEW 914; 1041",Aorist,"Aorist
*su̯éh₁-/suh₁-2
?heth. suwezzi, suwanzi 'stoßen, verbannen'3
[ved. Präs. suváti 'treibt an'4
?[air. air. Präs. im·soí ‘dreht sich um’, mkymr. am-heuaf ‘zweifle’5",*su̯éh₁-/suh₁-2,"stoßen, verbannen; treibt an; dreht sich um; zweifle",contains-combining-marks; contains-subscript-numerals
liv2add-0330-s02,liv2add-0330,78-79,*s,*su̯eh₁(i̯)-,"*su̯eh₁(i̯)- → *su̯eh₁-1 'in Bewegung setzen, antreiben' IEW 914; 1041",Präsens,"Präsens
*su-né/n-h₁-
aav. hunāitī Y. 31,15 ‘überträgt’",*su-né/n-h₁-,überträgt,contains-subscript-numerals
liv2add-0330-s03,liv2add-0330,78-79,*s,*su̯eh₁(i̯)-,"*su̯eh₁(i̯)- → *su̯eh₁-1 'in Bewegung setzen, antreiben' IEW 914; 1041",Neubildungen,Neubildungen,,,
liv2add-0330-s04,liv2add-0330,78-79,*s,*su̯eh₁(i̯)-,"*su̯eh₁(i̯)- → *su̯eh₁-1 'in Bewegung setzen, antreiben' IEW 914; 1041",Perfekt,"Perfekt
ved. (AV) suṣuvé ‘hat angetrieben’, Aor. asuṣot YV ‘hat angetrieben’10",,hat angetrieben; hat angetrieben,
liv2add-0331-s01,liv2add-0331,79,*s,*su̯eh₂d-,*su̯eh₂d-,Zum Präsens,"Zum Präsens *su̯éh₂d-e- oss. a-xwad-/-xod- ‘schmecken’ Vgl. CHEUNG, EDIV 141 mit Lit. Dazu auch chwar. pc-xw’z- ‘duften’ (SAMADI 147-8) mit unklarem z, aus einer s-Bildung?",*su̯éh₂d-e-,schmecken; duften,contains-combining-marks; contains-subscript-numerals
liv2add-0333-s01,liv2add-0333,79,*s,*su̯enh₂-,*su̯enh₂-,Zum Iterativ,"Zum Iterativ auch [khot. (+) hvāñäte ‘spricht’ < *hwānaya- mit analogischer Dehnstufe; vgl. CHEUNG, l.c..",*hwānaya-,spricht,
liv2add-0333-s02,liv2add-0333,79,*s,*su̯enh₂-,*su̯enh₂-,Neubildungen,"Neubildungen:
i̯e-Präsens
khot. (+) hvañ- ‘genannt werden , heißen’ (EMMERICK 156;
CHEUNG, l.c.)",,"genannt werden , heißen",contains-combining-marks
liv2add-0333-s03,liv2add-0333,79,*s,*su̯enh₂-,*su̯enh₂-,Perfekt,"Perfekt
air. sephainn ‘spielte’ (SCHUMACHER, KPV 559, 607-8)",,spielte,
liv2add-0335-s01,liv2add-0335,79,*s,*su̯er-,1.*su̯er-,Zum Präsens,Zum Präsens *su̯ér-e- auch ?sogd. (+) xwr- ‘schwören’0,*su̯ér-e-,schwören,contains-combining-marks
liv2add-0335-s02,liv2add-0335,79,*s,*su̯er-,1.*su̯er-,Präsens,"Präsens
*su̯r̥-i̯é- mkymr. (+) chwarð ‘lacht’0a",*su̯r̥-i̯é-,lacht,contains-combining-marks
liv2add-0336-s01,liv2add-0336,79,*s,*su̯er-,2.*su̯er-,Zum Präsens,"Zum Präsens auch oss. (+) xʷær-/xær- ‘jucken, kratzen’ Vgl. CHEUNG, EDIV 150.",,"jucken, kratzen",
liv2add-0337-s01,liv2add-0337,79-80,*s,*su̯el-,"Neu: (*su̯el- →) ?*su̯eRH- ‘fassen, nehmen’1",Präsens,"Präsens
*su̯éRH-e-
jav. xᵛaraiti ‘verzehrt, isst, trinkt’2",*su̯éRH-e-,"verzehrt, isst, trinkt",contains-combining-marks
liv2add-0337-s02,liv2add-0337,79-80,*s,*su̯el-,"Neu: (*su̯el- →) ?*su̯eRH- ‘fassen, nehmen’1",Neubildungen,"Neubildungen:
je-Präsens
jav. Passiv xᵛairiiete ‘wird gegessen’",,wird gegessen,
liv2add-0337-s03,liv2add-0337,79-80,*s,*su̯el-,"Neu: (*su̯el- →) ?*su̯eRH- ‘fassen, nehmen’1",Kausativ,Kausativ jav. fra-ŋᵛhāraiiat̰ ‘lässt trinken’3,,lässt trinken,contains-combining-marks
liv2add-0341-s01,liv2add-0341,80,*t-,*tek-,*tek-,Desiderativ,"Desiderativ
Nach SCHUMACHER, FT Halle 605 ist mhd. dehsen zu trennen, da es eher ein ‚Hauen’
bezeichne und demnach wie ahd. dehsa(la) ‘Beil’ zu *tek̑- oder zu *tetk̑- gehören
müsste, das dann besser doch als *tek̑s- anzusetzen sei; dagegen LIPP II 229-3044.",*tek̑-; *tetk̑-; *tek̑s-,Hauen; Beil,contains-combining-marks
liv2add-0343-s01,liv2add-0343,80-81,*t-,*temH-,*temH-,Zum Präsens,Zum Präsens ?*tm̥ H-i̯é- auch ?parth. tām- ‘ersticken’4,*tm̥,ersticken,contains-combining-marks
liv2add-0343-s02,liv2add-0343,80-81,*t-,*temH-,*temH-,Präsens,"Präsens ?*tm̥ H-sk̑é- chwar. (+) prc’s- ‘müde, matt werden’5",*tm̥,"müde, matt werden",contains-combining-marks
liv2add-0343-s03,liv2add-0343,80-81,*t-,*temH-,*temH-,Perfekt,"Perfekt
?*te-tómH/tm̥ H- ved. (Br.) tatāma ‘wurde ohnmächtig’
[air. tathaim ‘starb’6
Anm. 4 *tāmya- vorausgesetzt von t’m’dg ‘choking’, HENNING apud BOYCE, Hymn-Cycles 195;
außer *tāmya- ist aber auch dehnstufiges *tāma- denkbar. Dazu auch khot. pätem- ‘to
confound’ < *pati-tām-(a)i̯a-, das gegen CHEUNG, EDIV 376 aber durchaus ein Kausativ mit
analogischem Langvokal fortsetzen kann.",*te-tómH/tm̥; *tāmya-; *tāmya-; *tāma-; *pati-tām-(a)i̯a-,"wurde ohnmächtig; starb; choking; to
confound",contains-combining-marks
liv2add-0344-s01,liv2add-0344,81,*t-,*teng-,?2.*teng-,Präsens,"Präsens
?*téng-e- toch. B cäñcan° ‘gefällt’1a",*téng-e-,gefällt,
liv2add-0347-s01,liv2add-0347,81,*t-,*terh₁-,*terh₁-,Zum Präsens,"Zum Präsens auch khot. (+) ustarändä ‘sie entfernen’ Simplex in pamir. shu. tār- ‘reinigen’, vgl. CHEUNG, EDIV 382-3 MIT LIT.",,sie entfernen; reinigen,
liv2add-0348-s01,liv2add-0348,81-82,*t-,*terh₂-,*terh₂-,Zum Aorist,"Zum Aorist auch [air. trá ‘dann, jedoch’, mkymr. (+) traws ‘entgegengesetzt’3a toch.B cirār ‘durchquerten’3b",,"dann, jedoch; entgegengesetzt; durchquerten",
liv2add-0348-s02,liv2add-0348,81-82,*t-,*terh₂-,*terh₂-,Zum Präsens,Zum Präsens *ti-térh₂/tr̥h₂- auch [ved. tiráti ‘bringt hindurch’7a,*ti-térh₂/tr̥h₂-,bringt hindurch,contains-combining-marks; contains-subscript-numerals
liv2add-0348-s03,liv2add-0348,81-82,*t-,*terh₂-,*terh₂-,Zum Präsens,Zum Präsens *térh₂-e- auch ?sogd. c. tr- ‘gehen’10a,*térh₂-e-,gehen,contains-subscript-numerals
liv2add-0348-s04,liv2add-0348,81-82,*t-,*terh₂-,*terh₂-,Präsens,"Präsens *tr̥h₂-i̯é-
?ved. tūrya RV 8,99,5 ‘überwältige!’
?lat. in-trō, -trāre ‘eintreten’16
mkymr. (+) tarð, terðit ‘sprudelt heraus, birst’10b
Anm. 3a Mit lat. trāns gleichzusetzen nach SCHUMACHER, KPV 138148 mit Lit.
Anm. 3b Vgl. PINAULT, FS WINTER 194-5; 200-1; MALZAHN 655.
Anm. 7a Haplologisch bzw. dissmilatorisch aus *titiráti, TICHY, FS RASMUSSEN 565-71 mit Lit.,
faktitiv, nur mit Präverbien, vgl. GOTŌ 161-3. Wegen des Funktionsunterschieds zu tára- kann
tirá- gegen KLINGENSCHMITT 145 nicht urspr. die mit Präverbien gebrauchte Form desselben
Stammes sein.
Anm. 10 Thematische Flexion ist allerdings nicht wirklich gesichert, formal möglich wäre z. B.
auch ein ursprünglich athematisches Medium tarr-a → tarratta. Vgl. KLOEKHORST 832-3.
Anm. 10a Ebenso wytr- /witar-/ ‘durchqueren’, daneben umgelautetes tyr- /ter-/ < *tar(a)ya-.
Dazu auch oss. tær-, aber warum faktitiv?
Anm. 10b < *tar-i̯o-, muss nach SCHUMACHER, KPV 620 alt sein.",*tr̥h₂-i̯é-; *titiráti; *tar(a)ya-; *tar-i̯o-,"überwältige!; eintreten; sprudelt heraus, birst; durchqueren",contains-combining-marks; contains-subscript-numerals
liv2add-0349-s01,liv2add-0349,82,*t-,*terkʷ-,*terkʷ-,Zum Präsens,Zum Präsens auch ?[khot. hataljsā’re ‘flattern’2a ?[alb. tjerr ‘spinnt’2b,,flattern; spinnt,
liv2add-0351-s01,liv2add-0351,82-83,*t-,*teu̯h₂s-,"*teu̯h₂s- → *th₂eu̯s- ‘still sein, schweigen’",Präsens,"Präsens
?*th₂éu̯s-e-
mkymr. (+) tew ‘schweigt’2",*th₂éu̯s-e-,schweigt,contains-combining-marks; contains-subscript-numerals
liv2add-0352-s01,liv2add-0352,83,*t-,*tei̯h₁-,(*tei̯h₁- →) *ti̯eh₁-,Präsens,"Präsens
*ti̯éh₁-
heth. zēari ‘ist gar, kocht’",*ti̯éh₁-,"ist gar, kocht",contains-combining-marks; contains-subscript-numerals
liv2add-0352-s02,liv2add-0352,83,*t-,*tei̯h₁-,(*tei̯h₁- →) *ti̯eh₁-,Neubildungen,"Neubildungen:
nu-Präsens
heth. zanuzzi ‘kocht’7",,kocht,
liv2add-0353-s01,liv2add-0353,83,*t-,*ti̯eh₂-,Neu: *ti̯eh₂- ‘schlagen’1,Präsens,"Präsens/Aorist
*ti̯óh₂-/ti̯eh₂- heth. zāhi, 3p Prät. zahher ‘schlagen, hauen’2",*ti̯óh₂-/ti̯eh₂-,"schlagen, hauen",contains-combining-marks; contains-subscript-numerals
liv2add-0353-s02,liv2add-0353,83,*t-,*ti̯eh₂-,Neu: *ti̯eh₂- ‘schlagen’1,Präsens,"Präsens
?*ti̯eh₂-i̯e-
heth. zahhiēzzi ‘kämpft, bekriegt’",*ti̯eh₂-i̯e-,"kämpft, bekriegt",contains-combining-marks; contains-subscript-numerals
liv2add-0354-s01,liv2add-0354,83,*t-,*trem-,*trem-,Zum Präsens,Zum Präsens auch [mp. sam- ‘sich fürchten’ < *θram-0,*θram-0,sich fürchten,contains-greek
liv2add-0354-s02,liv2add-0354,83,*t-,*trem-,*trem-,Zum Kausativ,Zum Kausativ auch [chwar. n-č’my- ‘erschrecken’2a,,erschrecken,
liv2add-0355-s01,liv2add-0355,83-84,*t-,*trep-,1./2.*trep-,Präsens,"Präsens
*tr̥p-i̯é-
oss. (+) tælf- ‘sich bewegen’ (CHEUNG, EDIV 296)",*tr̥p-i̯é-,sich bewegen,contains-combining-marks
liv2add-0356-s01,liv2add-0356,84,*t-,*sel-,Neu: (3.*sel- →) *tsel-0,Präsens,"Präsens
*tsél-e-
ved. tsárati ‘schleicht (an)’¹
germ. *stela-: got. (+) stilan ‘stehlen’²
lit. selù, (selė́ti) ‘(an)schleichen’",*tsél-e-; *stela-,schleicht (an); stehlen; (an)schleichen,contains-combining-marks
liv2add-0356-s02,liv2add-0356,84,*t-,*sel-,Neu: (3.*sel- →) *tsel-0,Iterativ,"Iterativ
?*tsol-éi̯e-
iran. *tsāraya-: shughni (+) sɛ̄r- ‘kriechen, schleichen’3",*tsol-éi̯e-; *tsāraya-,"kriechen, schleichen",contains-combining-marks
liv2add-0357-s01,liv2add-0357,84-85,*t-,*tu̯enk-,*tu̯enk- → *tu̯engʰ- ‚bedrängen’¹ IEW 1099-1100,Präsens,"Präsens ?*tu̯éngʰ-e- germ. *þwẹnga-: as. (+) thwingan ‘bedrängen’, ahd. dwingan ‘zwingen’
[lit. tvenkiù, (tveñkti) ‘dämmen, stauen’²",*tu̯éngʰ-e-; *þwẹnga-,"bedrängen; zwingen; dämmen, stauen",contains-combining-marks
liv2add-0357-s02,liv2add-0357,84-85,*t-,*tu̯enk-,*tu̯enk- → *tu̯engʰ- ‚bedrängen’¹ IEW 1099-1100,Kausativ,"Kausativ ?*tu̯ongʰ-éi̯e-
sogd. c. ftpy:ž- /ftpēž-/ ‘zwingen’5
germ. *þwangija-: ahd. dwengen ‘bedrängen’6",*tu̯ongʰ-éi̯e-; *þwangija-,zwingen; bedrängen,contains-combining-marks
liv2add-0357-s03,liv2add-0357,84-85,*t-,*tu̯enk-,*tu̯enk- → *tu̯engʰ- ‚bedrängen’¹ IEW 1099-1100,Neubildungen,"Neubildungen: Perfekt
germ. *þwang-/þung-: ahd. (+) dwang ‘zwang’
?[toch.B tatwāṅkau, A tātwäṅku ‘gezwängt’7",*þwang-/þung-,zwang; gezwängt,
liv2add-0360-s01,liv2add-0360,85,*u̯-,*u̯ebʰ-/*Heu̯bʰ-,"Neu: *u̯ebʰ-/*Heu̯bʰ- ‘binden, fesseln’1 IEW 1114",Präsens,"Präsens
*u-né/n-bʰ-
ved. unap, aumbhan ‘binden, fesseln’",*u-né/n-bʰ-,"binden, fesseln",
liv2add-0360-s02,liv2add-0360,85,*u̯-,*u̯ebʰ-/*Heu̯bʰ-,"Neu: *u̯ebʰ-/*Heu̯bʰ- ‘binden, fesseln’1 IEW 1114",Neubildungen,"Neubildungen:
neH-Präsens ?ved. ubhnā́s ‘bindest, fesselst’3",,"bindest, fesselst",contains-combining-marks
liv2add-0361-s01,liv2add-0361,85,*u̯-,*u̯edʰ-,*u̯edʰ-,Zum Präsens,"Zum Präsens auch ?aav. vadəmna- Y 53,5 ‘führend’2a arm. gerem ‘führe gefangen fort’2b",,führend; führe gefangen fort,
liv2add-0361-s02,liv2add-0361,85,*u̯-,*u̯edʰ-,*u̯edʰ-,Desiderativ,"Desiderativ ?*u̯édʰ/udʰ-s- [aav. vaziiamnā- Y. 53,5 ‘die geführt = verheiratet werden soll’3b air. Konj. -fé ‘würde führen’3c",*u̯édʰ/udʰ-s-,die geführt = verheiratet werden soll; würde führen,contains-combining-marks
liv2add-0361-s03,liv2add-0361,85,*u̯-,*u̯edʰ-,*u̯edʰ-,Neubildungen,"Neubildungen: Perfekt
air. -fáid ‘führte’⁴, mkymr. -wawð ‘führte’
Anm. 2a Vgl. KELLENS, Verbe 109¹6; HINTZE, Liturgy 179 mit Anm. 54. Iran. *wada- wohl auch in
khot. āva- ‘bekommen’ (EMMERICK 11), pashto -wal- ‘führen’ (MORGENSTIERNE, NEVP 87), vgl.
CHEUNG, EDIV 200-1.
Anm. 2b Mit regulärem r < *dʰ, vgl. PRAUST, Sprache 45, 2005[2006], 134-159.
Anm. 3b Futur *u̯adzʰi̯á- < *u̯adʰ-si̯á-, vgl. FRITZ, Koll. Erlangen 115-6; ebenso HINTZE, Liturgy
179 mit Anm. 55.
Anm. 3c Das homonyme Fut. ist wohl sekundär umgestaltet aus *u̯id-s°, SCHUMACHER, KPV 656-
7 mit Lit.
Anm. 4 < *u̯ād- <- *u̯e-u̯od-, vgl. SCHUMACHER, KPV 656-8 , auch in do·ru-id, ibid. 660.",*wada-; *dʰ; *u̯adzʰi̯á-; *u̯adʰ-si̯á-; *u̯id-s°; *u̯ād-; *u̯e-u̯od-,führte; führte; bekommen; führen,contains-combining-marks
liv2add-0364-s01,liv2add-0364,86,*u̯-,*u̯eg̑ʰ-,*u̯eg̑ʰ-,Präsens,"Präsens
gr. (pamph.) ϝεχέτω zu streichen, s. http://ohcgl.blogspot.dk/2009/11/another-
form-bites-dust.html mit Lit.",,,contains-greek
liv2add-0366-s01,liv2add-0366,86,*u̯-,*u̯ei̯d-,*u̯ei̯d-,Aorist,"Aorist
?*u̯éi̯d-/u̯id-0
… lat. uīdī1",*u̯éi̯d-/u̯id-0,,contains-combining-marks
liv2add-0367-s01,liv2add-0367,86,*u̯-,*u̯elh₂-1,"Neu: *u̯elh₂-1 ‘rupfen, reißen’ IEW 1144-5",Aorist,"Aorist
*u̯élh₂-/u̯l̥h₂-
heth. walahzi, walhanzi ‘schlagen’2
spik. Konj. eh-uelí TE 1 ‘reißt auf’3",*u̯élh₂-/u̯l̥h₂-,schlagen; reißt auf,contains-combining-marks; contains-subscript-numerals
