entry_headword_and_label	entry_text
*xwītaz adj.	Goth ƕeits ‘white’, ON hvítr id., OE hwít id., OFris hwīt id., OS hwīt id., OHG hwīz id. Corresponds (with a different suffix or an irregular dental) to IE *˚wei-t- in other languages: Skt ≤vetá- ‘white, bright’, Av spaēta- id., Lith švie‘iū, švi‚sti ‘to gleam’, Slav *svîtъ ‘light’. Bartholomae 1609; Karsten NB II 205–206; Zupitza Gutt. 54; Torp-Falk 118; Schwentner FB 24–37; Trautmann BSW 310–311; Feist 284–285; Holthausen AEEW 182; Mayrhofer III 406; Pokorny I 629; Fraenkel 1043; Vries ANEW 273–274; Onions 1004; Vasmer-Trubachev III 575–576; Lühr Expr. 263–264; Lehmann GED 200; Heidermanns 316–317; Kluge-Seebold 883.
*xwītilaz sb.m.	ON hvítill ‘white bedcover’, OE hwítel ‘cloak, mantle’. Derived from *xwītaz. Holthausen AEEW 182; Vries ANEW 273.
*xwītinzaz sb.m.	ON hvítingr ‘a kind of whale’, E whiting, MLG wītink id. Derived from *xwītaz. Vries ANEW 273.
*xwītīn sb.f.	ON hvíti ‘whiteness’, OHG wīzī ‘white color, white spot’. Derived from *xwītaz. Heidermanns 317.
*xwītjaz sb.m.	Swed dial. hwīte ‘wheat’, ME whīte id. An ablaut variant of *xwaitjaz. Cf. also G dial. wi 6 te id. < *xwitjō (Holthausen IF XXXII 338). Lehmann GED 197.
*xwītjanan wk.vb.	Goth ga-hweitjan ‘to whiten’, OE hwítan ‘to make white, to polish’, OHG wīzen ‘to paint white’. Derived from *xwītaz. Feist 284; Onions 1004; Heidermanns 317.
*xwōpanan str.vb.	Goth ƕopan ‘to boast’, OE hwópan ‘to threaten’. Of unknown origin. Grienberger Got. 125 (to *xaupaz); Bloomfield PBB XXXVII 251 (formed after *wōpan ~ *wōpaz, *wōpjanan); Thumb KZ XVI 193–196 (to Gk κοβαλός ‘impudent rogue’); Uhlenbeck PBB XXX 294 (to Lat cupiō ‘to desire’); Petersson PBB XXXVIII 321 (to Skt kváṇati ‘to sound’); Feist 286; Holthausen AEEW 182; Kroes Neophilologus XXXI 14–16 (to Lith kvãpas ‘vapor’); Pokorny I 535–536 (from *ka⁄-); Seebold 285 (to *xwētanan); Lehmann GED 200–201.
*xwōsanan str.vb.	OE hwósan ‘to wheeze’. Identical with Skt kāsate ‘to cough’, Lith kósiu, kósëti id. Further cf. Toch B kosi ‘cough’, Alb kollë id. (< *k ⁄āslā), MIr cassacht id., Lith kosul‹s id., Slav *kašlь id. Torp-Falk 118; Holthausen AEEW 182; Mayrhofer I 206; Pokorny I 649; Fraenkel 283–284; Seebold 285; Orel AED 189; Adams TB 207.
*xwōstōjanan wk.vb.	ON hósta ‘to cough’, OE hwóstan id., MDu hoesten id., OHG huostōn id. Derived from *xwōstōn. Torp-Falk 118; Vries ANEW 250.
*xwōstōn sb.m.	ON hósti ‘cough’, OE hwósta id., MLG hōste id., OHG huosto id. Structurally close to W pas id. < *k ⁄6 s-t-. Derived from *xwōsanan. Zupitza Gutt. 58; Torp-Falk 118; Holthausen AEEW 182; Pokorny I 649; Vries ANEW 250; Zalizniak I 154; Seebold 285; Trubachev ESSJa IX 160–161; Bammesberger Nom. 185; Kluge-Seebold 389.
*xwōtō sb.f.	Goth ƕota ‘threat, reprimand’, ON neut. pl. hót id. Derived from *xwētanan, *xwatjanan. Aufrecht KZ I 471; Bloomfield PBB XXXVII 250 (rhyme word); Feist 286; Mayrhofer I 400–401 (to Skt códati ‘to incite, to animate’); Pokorny I 636 (to Lat tri-quetrus ‘three-cornered’); Vries ANEW 250; Seebold 284; Lehmann GED 201.
*xwōtjanan wk.vb.	Goth ƕotjan ‘to threaten, to reprimand’, ON hœta ‘to threaten’. Derived from *xwōtō. Aufrecht KZ I 471; Torp-Falk 115; Feist 286; Vries ANEW 250, 278; Seebold 284; Lehmann GED 201.
*iđiz sb.f.	ON iä ‘deed, doing’. Derivationally close to Skt ití- ‘going, walking’, further to *ei- ‘to go’. Torp-Falk 27; Pokorny I 293–295.
*iđura(n) adv.	ON iäur-mæltr ‘of a meter repeating the same syllable’, MDu ederkauwen ‘to repeat over and over’. Identical with Lat iterum ‘again’ derived from *i-tero-: Skt ítara- ‘other’. Torp-Falk 27; Walde- Hofmann I 723–724; Pokorny I 284.
*izilaz ~ izulaz sb.m.	ON ígull ‘hedgehog, ruff’ (with secondary lengthening), OE izil ‘hedgehog’, OS igil id., OHG igil id. The name of a prickly animal or fish is etymologically identical with the isolated Slav *jьgla ‘needle’ < *ighulā and, probably, OPrus ayculo < *eighulā. On the other hand, it could be influenced by the continuants of IE *e·hi- ‘hedgehog’. Försterman KZ I 498 (to *ezalaz); Pictet KZ VI 185–186; Wrede Ostg. 144 (adds Goth PN Igila); Fick BB XXIX 237; ī
*ī conj.	Goth ei ‘in that case, then, thereby’. Identical with Slav *i ‘and’ < *ei (Feist 130). Sütterlin IF IV 93–95 (to IE *ƒo-); Pokorny I 281–284; Lehmann GED 99.
*īđalaz adj.	OE ídel ‘vain, empty, void’, OFris īdel ‘foolish, vain, empty’, OS īdal ‘vain, empty’, OHG ītal ‘empty’. Of unknown origin. Karsten NB II 275–276; Wood MLN XVII 6, XXV 213; Torp- Falk 3 (to IE *aidh- ‘to burn’); Van Wijk IF XXXV 266; Sturtevant Language VI 25 (to Hitt idalu- ‘bad, evil’); Holthausen AEEW 185; Pokorny I 12 (to Gk αἰθάλη ‘soot’); Onions 460; Bonfante BSL LXIX 69–71 (same as Brüch Festschr. Kretschmer 10–11; Torp- Falk 23; Trautmann APSpr. 296, BSW 3; Holthausen AEEW 187; Specht KZ LXVI 56–57 (taboo term); Porzig Gliederung 202; Pokorny I 292; Zalizniak I 133; Toporov PJa I 59; Trubachev ESSJa VIII 213–214; Lehmann GED 204; Kluge-Seebold 394.
*iz pron.	Goth is ‘he’, ON es id., OFris er id., OS es, is id., OHG er id. Related to Skt yá- ‘who, which’, Av yō id., OPhryg yos id., Lat is ‘this’, Lith jīs ‘he’, Slav *jь ‘this’. Neut. *it (Goth ita ‘it’, OS it id., OHG iz id.) is identical with Lat neut. id ‘this’. Bartholomae 1199–1227; Torp-Falk 27; Walde-Pokorny I 96– 98; Walde-Hofmann I 720–721; Feist 296; Mayrhofer III 8; Pokorny I 283; Fraenkel 194; Vries ANEW 105; Trubachev ESSJa VIII 204–205; Lehmann GED 207–208; Orel Phrygian 469–470; Kluge-Seebold 227 (from IE *eis). Sturtevant); Heidermanns 321 (segments *ī- as in Lith ypatūs ‘special’, Skt īdṛk ‘such-like, of such a kind’); Kluge- Seebold 214.
*īxwaz sb.m.	ON ÿr ‘yew-tree’, OE eóh id., OS īh id., OHG fem. īwa id. Other WGmc forms have the stress on the suffix: OE íw < *īzwaz, OHG īgo < *īzwōn. Continues IE *eik-⁄o-. Despite formal difficulties, cannot be separated (as a loanword to Celtic?) from OIr éo id., W ywen id., OCorn hiuin id., Bret ivin id. On the other hand, Celtic forms hardly can be isolated from Lith ievā ‘bird cherry’, Slav *iva ‘willow; band, edge’. A difficult word. Hoops Waldbäume 126–127, 239–
*īsa-kalđaz adj.	ON ís-kaldr ‘ice-cold’, OE ís-ceald id., MLG īs-kolt id., MHG īskalt id. Compound of *īsaz ~ *īsan and *kalđaz. Carr Nom. comp. 89 (parallel formations).
*īsaz ~ *īsan sb.m./n.	ON íss ‘ice’, OE ís id., OFris īs id., OS īs id., OHG īs id. Related to Av aēxa- ‘cold’, isu- ‘icy’, Osset yex ‘ice’ (Specht 18). Bartholomae 11; Torp-Falk 28; Sievers PBB XXXVIII 324–329; Holthausen AEEW 189; Vries ANEW 287; Pokorny I 301; Zalizniak II 169; Onions 458; Kluge-Seebold 213.
*īsarna-smiþaz sb.m.	ON járn-smiär ‘blacksmith’, OE ísen-smiä id., OS īsarnsmith id., OHG īsarn-smid id. Compound of *īsarnan and *smiþaz. Carr Nom. comp. 75 (parallel formations).
*īsarnan sb.n.	Goth eisarn ‘iron’, ON ísarn j
*ja ptcl.	Goth ja, jai ‘yes’, ON já id. (with irregular lengthening), OE zeá id., OFris jē id., OS ja id., OHG jā id. Cf. also Goth jah ‘and, indeed’ (< *jō xwe = Skt yácca ‘and though’), Run ja(h) id., OE ze id., OS ja id., OHG jā id. Fem. of the pronominal stem *ƒo- or *ī- (Brugmann Grundriß II/2 328). Grimm DG III 270; Torp-Falk 327–328; Holthausen AEEW 141; Feist 299–300; Pokorny I 283; Vries ANEW 289; Onions 1018; Lehmann GED 210; Kluge-Seebold 408.
*jaba ~ *jabōi conj.	Goth jabai ‘if ’, OE id., OE ísern, ísen id., OFris īsern, īrsen id., OS īsarn id., OHG īsarn, īsan id. Borrowed from Celtic: Gaul isarno-dori ‘ferrei ostii’, OIr íarn, W haiarn, OCorn hoern, Bret houarn (Thurneysen apud Feist). Johansson BB XVIII 17 (to *aizan); Noreen ANF IV 110; Torp-Falk 28; Holthausen AEEW 189; Feist 131; Pokorny I 300, KZ XLVI 292 (from Illyrian); Vries ANEW 287; Zalizniak I 141; Onions 485; Lehmann GED 99; Kluge-Seebold 213.
*īsarna-nazlōn ~ *īsarna-nazlaz sb.m.	ON járn-nagli ‘iron nail’, OHG īsarn-nagal id. Compound of *īsarnan and *nazlaz. Carr Nom. comp. 84 (parallel formations).
*ītraz adj.	ON ítr ‘excellent, glorious’, OE prop. Iter-mann. Derived from IE *ƒet-: Toch A yat- ‘to reach, to achieve’, Skt yátate ‘to place oneself (in the right position)’, W add-iad ‘yearning’. Karsten NB II 458; Holthausen AEEW 423; Jónsson ANF XLVI 334–335; Pokorny I 506–507; Vries ANEW 288; Heidermanns 322 (segments *ī- as in *īđalaz).
*īzarnan sb.n.	ON járn ‘iron’, OE íren id. An accentual variant of *īsarnan. Holthausen AEEW 189; Pokorny I 300. zif id., OFris jef id., OS ef id., OHG ibu id. Pronominal stem *ƒo- followed by particle *bhe ~ *bho. However, the root vocalism does not match in individual languages. Cf. Slav *i bo ‘for, because’. Aufrecht KZ I 287; Brugmann KVG 669 (derived from *ja); Torp-Falk 328; Holthausen AEEW 142; Feist 299–300; Trubachev ESSJa VIII 167– 168; Lehmann GED 210; Boutkan OFED s.v.
*jainaz ~ *jenaz pron.	Goth jains ‘that (one)’, OE zeon id., OFris jen id., MLG jene id., OHG jenēr id. Not quite clear. It is possible that *jainaz and *jenaz go back to two different sources. While *jainaz reflects demonstrative particle *j- (cf. Lith jīs ‘he’) followed by *ainaz (Brugmann Grundriß II/2 335–339) and may be derivationally close to Slav *jьnъ ‘other’ < *ƒ-(o)inos (Berneker I 432, Lang ČMF I 97–99 but see differently Trubachev VJa XXIX/1 143: Slav *jьnъ = Phryg ιος νι), *jenaz is a combination of the same *j- and *enaz. The situation is further complicated by ON hann ‘he’ < *jainaz with a secondary h- by analogy with *xi. Cf. also a similar formation in Lith víenas ‘one’ < *⁄-ēinos. Hoffmann- Krayer KZ XIV 144–158; Grienberger Got. 135–136; Torp-Falk 328; Holthausen PBB XIII 372, 590 (separates *jai- < loc. *ƒoi), AEEW 142; Kock ANF XXIV 186–189; Kieckers HG 145 (follows Brugmann); Feist 300; Pokorny I 319–321; Fraenkel 1239–1240; Vries ANEW 209; Trubachev ESSJa VIII 233–234; Lehmann GED 210.
*jainđē adv.	Goth jaind ‘thither’, OE zeond ‘yond, yonder’. Derived from *jainaz ~ *jenaz. Torp-Falk 328; Holthausen AEEW 142; Feist 300; Lehmann GED 210.
*jainjaz sb.m.	ON einir ‘juniper’. Identical with MIr áin ‘bulrush’ < *ƒoini-, Lat iūniperus ‘juniper-tree’ (Fick II 223; Lidén IF XVIII 507). Torp-Falk 328; Walde- Hofmann I 731; Pokorny I 513.
*jaukiz sb.f.	ON eykr ‘beast of draught’, eyk-hestr ‘cart-horse’. Close to Skt yógyaid., further to *jukan. Karsten NB I 105–106; Torp-Falk 330; Schulze KZ LXI 189; Mayrhofer III 20; Pokorny I 510; Matzel Festschr. Schröder 96, KZ CV 99; Vries ANEW 107; Heidermanns 322.
*jexanan str.vb.	ON part. já ‘to assent’, OFris jā ‘to confess’, OS gehan ‘to articulate, to pronounce’, OHG jehan ‘to say, to speak, to admit’. Related to Skt yācati ‘to ask, to solicite, to entreat’, MIr ieith ‘language’, W iaith id. (Lidén ANF III 328). Torp-Falk 328; Hirt Ph Wschr. XIV 609 (to Lat iaciō ‘to throw, to utter’); Jóhannesson IEW 96–98; Mayrhofer III 14–15; Pokorny I 503–504; Vries ANEW 289; Seebold 286–287; Boutkan OFED s.v.
*jextiz sb.f.	OFris jecht ‘confession’, OHG jiht id. Derived from *jexanan. Derivationally close to W iaith ‘language’ < *ƒekti-. Torp-Falk 328; Pokorny I 503; Seebold 286.
*jextōjanan wk.vb.	ON játta ‘to acknowledge, to assent’, OFris iechta ‘to confess’. Derived from *jextiz. Torp-Falk 328; Vries ANEW 291.
*jexwla-đazaz sb.m.	ON jóla-dagr ‘Yuleday’, OE zeóhhel-dæz id. Compound of *jexwlan and *đazaz. Carr Nom. comp. 81 (parallel formations).
*jexwla-mēnōþz sb.m.	ON jól-mánuär ‘the Yule month’, OE zéol-mónaä id. Compound of *jexwlan and *mēnōþz. Carr Nom. comp. 81 (parallel formations).
*jexwlan sb.n.	ON pl. jól ‘feast of Yule (later — Christmas)’, OE zeóhhol, zeól id. Of unknown origin. Grimm DM II 664 (to *xwezw(u)lan ~ *xwexwlan); Bugge ANF IV 135 (to Lat iocus ‘game’ and *jexanan); Grienberger SBAW Wien CXLII/8 137 (to Lith jenkū, jēkti ‘to become blind’); Meringer Wu S V 184 (to Av yācñā ‘to ask’); Loewenthal PBB XLV 265 (compound with elements related to Skt īßā ‘pole, shaft of a carriage’ and IE *k⁄el- ‘wheel’); Fay JEGP XVII 424–425 (a taboo modification of *xwezw(u)lan ~ *xwexwlan); Karsten IF XXII 298; Rooth Wortst. 43 (follows Bugge); Krogmann KZ LX 114 (same as Bugge); Torp- Falk 328–329; Holthausen AEEW 141; Feist 301–303, KZ LI 143–144 (influenced by *jēran); Walde-Hoffmann I 716 (to Gk ἵψία ‘game, amusement’); Vries ANEW 292; Onions 1021; Lehmann GED 211 (against Fay).
*jexwljaz sb.m.	Goth jiuleis ‘Yule-month, December’, ON ÿlir ‘mid-November to mid-December’, OE zíuli ‘December and January’. Derived from *jexwlan. Torp- Falk 328–329; Holthausen AEEW 142; Feist 301–302; Onions 1021; Lehmann GED 211.
*jekilaz ~ *jekulaz sb.m.	ON jǫkull ‘icicle’, OE zicel id., OFris itsil ‘spur’, OS ichilla ‘stiria’. Derived from *jekōn. Fick KZ I 11 (to Lith yžiā ‘floe’); Torp-Falk 328; Holthausen AEEW 142; Vries ANEW 294; Onions 459.
*jekōn sb.m.	ON jaki ‘icicle’, LG īs-jack id., G dial. jäch ‘hoar-frost’. Related to Hitt eka- ‘cold, frost, ice’, MIr aig ‘ice’ < *ƒagi-. Torp-Falk 328; Pokorny I 503, Celtica V 236 (from Uralic, cf. Finn jää ‘ice’, Hung jég id.); Vries ANEW 289; Kammenhuber KZ LXXVII 67 (follows Pokorny); Puhvel II 257–259.
*jesanan str.vb.	OHG jesan ‘to ferment, to brew’. Related to Toch AB yäs- ‘to excite sexually’, Skt yásyati ‘to boil, to become hot’, Av yah- ‘to boil’, Gk ζέω ‘to boil, to seethe’. Bartholomae 1281; Torp-Falk 329; Mayrhofer III 13; Pokorny I 506; Frisk I 612; Onions 1019; Seebold 287; Kluge-Seebold 299; Adams TB 500–501; Burlak IFTJa 253.
*jestuz sb.m.	ON jǫstr ‘yeast’, OE zist id., MLG gest ‘dregs, dirt’, MHG gest, jest ‘yeast’. Derived from *jesanan. Torp- Falk 329; Holthausen AEEW 142; Vries ANEW 295; Onions 1019.
*jeuxtan sb.n.	OE zeoht ‘yoke’. Derived from *jeukan. Structurally identical with Skt neut. yuktá- ‘harnessed, yoked’. (Holthausen IF XLVIII 266). Holthausen AEEW 142; Mayrhofer III 20; Pokorny I 508–509; Lehmann GED 212.
*jeukan sb.n.	MHG jiuch ‘yoke’. Close to Gk ζεῦγος ‘yoke of beasts, pair of mules, oxen or horses’. Further see *jukan. Torp-Falk 330; Frisk I 610.
*jeukēnan wk.vb.	Goth jiukan ‘to fight, to conquer’, ga-jiukan ‘to overcome’, MHG jouchen ‘to chase, to drive’. Cf. also OE zeócor ‘strong, fierce, harsh’. Related to Toch AB yuk- ‘to conquer’, Av yaozaiti ‘to be agitated, to be excited’ < *ƒeu·-. See *jeukan. Wood MP II 471; Bartholomae 1231–1232; Holthausen AEEW 141; Feist 301; Pokorny I 512; Lehmann GED 211 (further to *ƒeu-dh- ‘to move, to fight’).
*jēm(a)raz adj.	OE zeómor ‘sad, sorrowful’, OFris sbst. jāmer ‘ruefulness, crying shame’, OS sbst. jāmar ‘misery, misfortune’, OHG sbst. jāmar id. Identical with Gk ἥμερος ‘tame, cultivated’ (Solmsen KZ XXXII 147). Further related to Skt yámati ‘to subjugate’. Torp-Falk 329; Pokorny I 505; Dybo VSJa 26; Frisk I 635–636.
*jēnō ~ *jēnaz sb.f./m.	Swed dial. àn ‘reaper’s progress, a stroke of the scythe’, MHG jān ‘row, line’. Identical with Skt yāna- ‘going, riding’, derived from *ƒē-: *ƒā- ‘to go’. Torp-Falk 329; Pokorny I 296.
*jēra-mēnōþz sb.m.	ON ár-mánaär ‘month of the year’, OHG jār-mānōd ‘January’. Compound of *jēran and *mēnōþz. Carr Nom. comp. 83 (parallel formations).
*jēran sb.n.	Goth jer ‘year’, ON ár id., OE zeár id., OFris jēr id., OS jār, gēr id., OHG jār id. Related to Av yār- id., Gk ὥρ` ‘season’, Slav *jaro ‘heat, spring’ and the like. Bartholomae 1287; Torp-Falk 329; Schulze Kl. Schr. 831; Holthausen AEEW 141; Feist 301; Porzig Gliederung 115; Pokorny I 297; Dybo VSJa 26; Vries ANEW 12; Zalizniak I 141; Frisk II 1150–1151; Chantraine 1303–1304; Onions 1019; Trubachev ESSJa VIII 175–176; Lehmann GED 210–211; Kluge- Seebold 408–409.
*jēra-talan sb.n.	ON ár-tal ‘reckoning by years’, OFris ier-tel ‘one year’, MDu jaertal ‘number of years’. Compound of *jēran and *talan. Carr Nom. comp. 74–75 (parallel formations).
*jētjanan wk.vb.	ON játa ‘to say šyes”’, OHG gi-jāzen ‘to agree’. Derived from *ja. But cf. *jextōjanan. Torp-Falk 328; Vries ANEW 291.
*jēz ~ *jīz pron.	ON ér ‘you’, OE zé id., OFris gī id., OS gī id., OHG ir id. Analogical modifications of *jūz. Torp- Falk 330; Holthausen AEEW 141; Pokorny I 513–514; Vries ANEW 103; Onions 1018; Kluge-Seebold 395.
*ju adv.	Goth ju ‘just now, already’, OE zeó ‘formerly, before’, OS ju ‘already’, OHG jū id. Identical with Lith ja U id., Latv jāu id., Slav *ju id. Kretschmer KZ XXXI 466 (to IE *ƒe⁄en- ‘young’); Meillet MSL IX 52; Trautmann BSW 106; Torp-Falk 328; Holthausen AEEW 141; Feist 303; Pokorny I 285; Fraenkel 190; Stang LS 25; Trubachev ESSJa VIII 190–191; Lehmann GED 212.
*juzunþiz sb.f.	OE zeózuä ‘youth’, OFris jogethe id., OS juguth id., OHG jugund id. Identical with Skt yuvatí- ‘young woman’ < *ƒu⁄–ti-, with a taboo change of *-w- > *-z-. Related to *junzaz. Brugmann Grundriß II/1 439 (*-w- > *-z- by analogy with *đuzunþiz > OE duguä, OHG tugund); Torp-Falk 331; Holthausen AEEW 141; Mayrhofer III 23; Lehmann Phon. 48 (*z < *H⁄), GED 213; Kluge- Seebold 412–413.
*jukan sb.n.	Goth juk ‘yoke’, ON ok id., OE zeoc id., OS juk id., OHG joh, juh id. Etymologically related to Hitt i-ú-ga-an id., Skt yugá- id., Gk ζυγόν id., Arm luc id. < *ƒugƒo-, Lat iugum id., W iau id., Lith jūngas id. (with *-n- from the nasal infix of the verbal present), Slav *jьgo id. Pedersen Kelt. Gr. I 64, 98; Meillet MSL VII 57; Torp-Falk 330; Trautmann BSW 109; Holthausen AEEW 141; Walde-Hofmann I 728–729; Feist 304; Pokorny I 508; Vries ANEW 417; Mayrhofer III 19; Fraenkel 196; Zalizniak I 142; Frisk I 615–616; Onions 1020; Puhvel II 495–496; Trubachev ESSJa VIII 206–208; Lehmann GED 212; Kluge-Seebold 411.
*jukkjanan wk.vb.	OE ziccan ‘to itch’, OS jukkian id., OHG jucken id. Related to *jeukēnan. Bartholomae 1231–1232; Holthausen AEEW 142; Pokorny I 512; Onions 488.
*jukōjanan wk.vb.	ON oka ‘to yoke’, OE zeocian ‘to preserve, to save’. Derived from *jukan. Cf. a structural similarity in Lat iugō id. Walde-Hofmann I 728; Vries ANEW 418.
*jukōn sb.m.	Goth ga-juka ‘companion, yoke-fellow’, ON oki ‘cross-beam’. Identical with Skt sam-yúj- ‘joined through friendship or relationship’, Lat con-iux ‘spouse’. Derived from *jukan. Walde- Hofmann I 261; Feist 186–187; Vries ANEW 418; Lehmann GED 141.
*jukuzjō sb.n.	Goth jukuzi ‘yoke’ (with an unclear -u-), OE zÿcer ‘acre’. Fem. *(ƒe)- ƒug-usī of a perfect participle from IE *ƒeug- (Bammesberger Language XLI 416–419, Nom. 213). Noreen IF IV 325 (Goth -uz- < IE *-⁄es-); Streitberg IF XIV 494; Unwerth PBB XXXVI 20 (sstem, cf. Gk ζεῦγος ‘team’, Lat iūgera ‘acre’, Slav *jьgo ‘yoke’); Holthausen AEEW 142; Feist 304; Lehmann GED 213.
*junđō sb.f.	Goth junda ‘youth’. Identical with Lat iuuenta id. < *ƒu⁄–tā (Brugmann Grundriß II/1 418). Torp-Falk 331; Walde-Hofmann I 736; Feist 304–305; Chemodanov SGGJa I 91; Lehmann GED 213; Bammesberger Nom. 148.
*junzalinzaz sb.m.	ON ynglingr ‘young person’, OE zeonzlinz id., OFris jungeling id., OS jungling id., MHG jungeling id. Derived from *junzaz. Onions 1021; Kluge-Seebold 413.
*junza-līkaz adj.	ON ung-ligr ‘youthful’, OHG jung-līh id. Derived from *junzaz. Heidermanns 326.
*junzaz adj.	Goth juggs ‘young’, ON ungr id., OE zeonz id., OFris jung id., OS jung id., OHG jung id. Related to Skt yuva≤á- ‘youthful’, Lat iuuencus ‘youth’, OIr óac ‘young’, W ieuanc id. from *ƒu⁄–-˚ó- further connected with *ƒeu- ‘young’. Cf. also Khwar ’yw’nk ‘young’ < Iran *aiwānak (Teubner Gedenkschr. Güntert 302). Torp-Falk 331; Walde-Hofmann I 735; Feist 303–304; Holthausen AEEW 142; Kluge 342–343; Mayrhofer III 23–24; Porzig Festschr. Debrunner 343–349; Hoffmann MSS VI 39–40; Pokorny I 510–511; Vries ANEW 635; Eggers Festschr. Starck 62–81; Onions 1021; Hamp KZ LXXXIV 1; Lehmann GED 212; Bammesberger Nom. 253;
